hack-id,id,make_id,model_id,submodel_id,year,make,model,series,submodel,trim,description,msrp,invoice,created,modified,trim_id,trim_description,type,doors,length,width,seats,height,wheel_base,front_track,rear_track,ground_clearance,cargo_capacity,max_cargo_capacity,curb_weight,gross_weight,max_payload,max_towing_capacity,engine_type,fuel_type,cylinders,size,horsepower_hp,horsepower_rpm,torque_ft_lbs,torque_rpm,valves,valve_timing,cam_type,drive_type,transmission,fuel_tank_capacity,combined_mpg,epa_city_mpg,epa_highway_mpg,range_city,range_highway,battery_capacity_electric,epa_time_to_charge_hr_240v_electric,epa_kwh_100_mi_electric,range_electric,epa_highway_mpg_electric,epa_city_mpg_electric,epa_combined_mpg_electric,estimated_current_cost,expected_value_2027,img_path
2022-4Runner-Limited-Limited 4dr SUV 4WD (4.0L 6cyl 5A),17886,22,4841,68448,2022,Toyota,4Runner,,Limited,Limited,Limited 4dr SUV 4WD (4.0L 6cyl 5A),44560,40994,2023-06-29T21:03:33-04:00,2023-06-29T21:03:33-04:00,17886,Limited 4dr SUV (4.0L 6cyl 5A),SUV,5,190.7,75.8,5,71.5,109.8,,,9.0,47.2,89.7,4525.0,6100.0,1575.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed shiftable automatic,23.0,18,17,21,391,483,,,,,,,,27181.6,20052.0,
2023-4Runner-SR5-SR5 4dr SUV (4.0L 6cyl 5A),14909,22,4841,70099,2023,Toyota,4Runner,,SR5,SR5,SR5 4dr SUV (4.0L 6cyl 5A),34810,32025,2023-06-29T21:02:20-04:00,2023-06-29T21:02:20-04:00,14909,SR5 4dr SUV (4.0L 6cyl 5A),SUV,5,190.2,75.8,5,71.5,109.8,,,9.0,47.2,89.7,4400.0,6100.0,1700.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed shiftable automatic,23.0,18,17,21,391,483,,,,,,,,25063.2,18101.2,
2023-Tacoma-SR5-SR5 4dr Double Cab 4WD 5.0 ft. SB (3.5L 6cyl 6A),15030,22,5688,70135,2023,Toyota,Tacoma,,SR5,SR5,SR5 4dr Double Cab 4WD 5.0 ft. SB (3.5L 6cyl 6A),34540,31981,2023-06-29T21:02:20-04:00,2023-06-29T21:02:20-04:00,15030,SR5 4dr Access Cab 6.1 ft. SB (2.7L 4cyl 6A),Truck (Access Cab),4,212.3,74.4,4,70.6,127.4,,,9.4,,,3980.0,5600.0,1620.0,3500.0,gas,regular unleaded,I4,2.7,159,5200,180.0,3800.0,16,Variable,Double overhead cam (DOHC),rear wheel drive,6-speed automatic,21.1,21,20,23,422,485,,,,,,,,24868.8,17960.8,
2022-Corolla-SE-SE 4dr Sedan (1.8L 4cyl 6M),17908,22,3917,68434,2022,Toyota,Corolla,,SE,SE,SE 4dr Sedan (1.8L 4cyl 6M),21665,20059,2023-06-29T21:03:33-04:00,2023-06-29T21:03:33-04:00,17908,SE 4dr Sedan (1.8L 4cyl CVT),Sedan,4,183.1,69.9,5,57.3,106.3,,,5.6,13.0,,2865.0,,,,gas,regular unleaded,I4,1.8,132,6000,128.0,4400.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,31,28,35,370,462,,,,,,,,13215.65,9749.25,
2024-4Runner-Limited-Limited 4dr SUV (4.0L 6cyl 5A),11845,22,4841,71809,2024,Toyota,4Runner,,Limited,Limited,Limited 4dr SUV (4.0L 6cyl 5A),43625,40134,2023-06-29T21:01:10-04:00,2023-06-29T21:01:10-04:00,11845,Limited 4dr SUV (4.0L 6cyl 5A),SUV,5,190.7,75.8,5,71.5,109.8,,,9.0,47.2,89.7,4525.0,6100.0,1575.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed shiftable automatic,23.0,18,17,21,391,483,,,,,,,,36645.0,26611.25,
2021-Tacoma-TRD Sport-TRD Sport 4dr Double Cab 4WD 6.1 ft. SB (3.5L 6cyl 6A),20782,22,5688,66877,2021,Toyota,Tacoma,,TRD Sport,TRD Sport,TRD Sport 4dr Double Cab 4WD 6.1 ft. SB (3.5L 6cyl 6A),34700,32149,2023-06-29T21:04:44-04:00,2023-06-29T21:04:44-04:00,20782,TRD Sport 4dr Access Cab 6.1 ft. SB (3.5L 6cyl 6A),Truck (Access Cab),4,212.3,74.4,4,70.6,127.4,,,9.4,,,4060.0,5600.0,1370.0,6800.0,gas,regular unleaded,V6,3.5,278,6000,265.0,4600.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,6-speed automatic,21.1,21,19,24,401,506,,,,,,,,18044.0,14834.25,
2020-Tacoma-PreRunner-PreRunner 4dr Double Cab 5.0 ft. SB (2.7L 4cyl 4A),23604,22,5688,65310,2020,Toyota,Tacoma,,Pre Runner,PreRunner,PreRunner 4dr Double Cab 5.0 ft. SB (2.7L 4cyl 4A),23625,21887,2023-06-29T21:05:55-04:00,2023-06-29T21:05:55-04:00,23604,PreRunner 4dr Access Cab 6.1 ft. SB (2.7L 4cyl 4A),Truck (Access Cab),4,208.1,74.6,4,70.3,127.4,,,9.3,,,3810.0,5250.0,1440.0,3500.0,gas,regular unleaded,I4,2.7,159,5200,180.0,3800.0,16,Variable,Double overhead cam (DOHC),rear wheel drive,4-speed automatic,21.1,21,19,24,401,506,,,,,,,,10631.25,9686.25,
2024-4Runner-TRD OFF-ROAD Premium-TRD OFF-ROAD Premium 4dr SUV 4WD (4.0L 6cyl 5A),11844,22,4841,71813,2024,Toyota,4Runner,,TRD Off-Road Premium,TRD OFF-ROAD Premium,TRD OFF-ROAD Premium 4dr SUV 4WD (4.0L 6cyl 5A),40395,37163,2023-06-29T21:01:10-04:00,2023-06-29T21:01:10-04:00,11844,TRD OFF-ROAD Premium 4dr SUV 4WD (4.0L 6cyl 5A),SUV,5,191.3,75.8,5,71.5,109.8,,,9.6,47.2,89.7,4750.0,6300.0,1550.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),four wheel drive,5-speed shiftable automatic,23.0,18,17,20,391,460,,,,,,,,33931.799999999996,24640.95,
2024-4Runner-Limited Nightshade Edition-Limited Nightshade Edition 4dr SUV (4.0L 6cyl 5A),11845,22,4841,71809,2024,Toyota,4Runner,,Limited,Limited,Limited Nightshade Edition 4dr SUV (4.0L 6cyl 5A),45365,41735,2023-06-29T21:01:10-04:00,2023-06-29T21:01:10-04:00,11845,Limited 4dr SUV (4.0L 6cyl 5A),SUV,5,190.7,75.8,5,71.5,109.8,,,9.0,47.2,89.7,4525.0,6100.0,1575.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed shiftable automatic,23.0,18,17,21,391,483,,,,,,,,38106.6,27672.649999999998,
2024-4Runner-TRD OFF-ROAD Premium-TRD OFF-ROAD Premium 4dr SUV 4WD (4.0L 6cyl 5A),11844,22,4841,71813,2024,Toyota,4Runner,,TRD Off-Road Premium,TRD OFF-ROAD Premium,TRD OFF-ROAD Premium 4dr SUV 4WD (4.0L 6cyl 5A),40395,37163,2023-06-29T21:01:10-04:00,2023-06-29T21:01:10-04:00,11844,TRD OFF-ROAD Premium 4dr SUV 4WD (4.0L 6cyl 5A),SUV,5,191.3,75.8,5,71.5,109.8,,,9.6,47.2,89.7,4750.0,6300.0,1550.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),four wheel drive,5-speed shiftable automatic,23.0,18,17,20,391,460,,,,,,,,33931.799999999996,24640.95,
2023-Tacoma-SR-SR 4dr Double Cab 4WD 5.0 ft. SB (3.5L 6cyl 6A),15027,22,5688,70134,2023,Toyota,Tacoma,,SR,SR,SR 4dr Double Cab 4WD 5.0 ft. SB (3.5L 6cyl 6A),31665,29334,2023-06-29T21:02:20-04:00,2023-06-29T21:02:20-04:00,15027,SR 4dr Access Cab 6.1 ft. SB (2.7L 4cyl 6A),Truck (Access Cab),4,212.3,74.4,4,70.6,127.4,,,9.4,,,3980.0,5600.0,1620.0,3500.0,gas,regular unleaded,I4,2.7,159,5200,180.0,3800.0,16,Variable,Double overhead cam (DOHC),rear wheel drive,6-speed automatic,21.1,21,20,23,422,485,,,,,,,,22798.8,16465.8,
2025-4Runner-Nightshade Edition-Nightshade Edition 4dr SUV 4WD (4.0L 6cyl 5A),8848,22,4841,73534,2025,Toyota,4Runner,,Nightshade,Nightshade Edition,Nightshade Edition 4dr SUV 4WD (4.0L 6cyl 5A),48660,44766,2023-06-29T21:00:02-04:00,2023-06-29T21:00:02-04:00,8848,Nightshade Edition 4dr SUV (4.0L 6cyl 5A),SUV,5,190.7,75.8,5,71.5,109.8,,,9.0,47.2,89.7,4525.0,6100.0,1575.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed shiftable automatic,23.0,18,17,21,391,483,,,,,,,,48660.0,35035.2,
2021-4Runner-Trail-Trail 4dr SUV 4WD (4.0L 6cyl 5A),20673,22,4841,66854,2021,Toyota,4Runner,,TRAIL,Trail,Trail 4dr SUV 4WD (4.0L 6cyl 5A),36915,33962,2023-06-29T21:04:44-04:00,2023-06-29T21:04:44-04:00,20673,Trail 4dr SUV 4WD (4.0L 6cyl 5A),SUV,5,191.3,75.8,5,71.5,109.8,,,9.6,46.3,88.8,4750.0,6300.0,1550.0,4900.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),four wheel drive,5-speed shiftable automatic,23.0,18,17,21,391,483,,,,,,,,19195.8,15781.1625,
2022-Corolla-SE-SE 4dr Sedan (1.8L 4cyl 6M),17908,22,3917,68434,2022,Toyota,Corolla,,SE,SE,SE 4dr Sedan (1.8L 4cyl 6M),21665,20059,2023-06-29T21:03:33-04:00,2023-06-29T21:03:33-04:00,17908,SE 4dr Sedan (1.8L 4cyl CVT),Sedan,4,183.1,69.9,5,57.3,106.3,,,5.6,13.0,,2865.0,,,,gas,regular unleaded,I4,1.8,132,6000,128.0,4400.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,31,28,35,370,462,,,,,,,,13215.65,9749.25,
2025-Corolla-L-L 4dr Sedan (1.8L 4cyl CVT),8879,22,3917,73511,2025,Toyota,Corolla,,L,L,L 4dr Sedan (1.8L 4cyl CVT),19600,18522,2023-06-29T21:00:02-04:00,2023-06-29T21:00:02-04:00,8879,L 4dr Sedan (1.8L 4cyl CVT),Sedan,4,182.3,70.1,5,56.5,106.3,,,5.1,13.1,,2910.0,,,,gas,regular unleaded,I4,1.8,139,6100,126.0,3900.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,33,30,38,396,502,,,,,,,,19600.0,14112.0,
2022-Tacoma-SR-SR 4dr Double Cab 4WD 5.0 ft. SB (3.5L 6cyl 6A),17992,22,5688,68478,2022,Toyota,Tacoma,,SR,SR,SR 4dr Double Cab 4WD 5.0 ft. SB (3.5L 6cyl 6A),30190,27969,2023-06-29T21:03:33-04:00,2023-06-29T21:03:33-04:00,17992,SR 4dr Access Cab 6.1 ft. SB (2.7L 4cyl 6A),Truck (Access Cab),4,212.3,74.4,4,70.6,127.4,,,9.4,,,3980.0,5600.0,1620.0,3500.0,gas,regular unleaded,I4,2.7,159,5200,180.0,3800.0,16,Variable,Double overhead cam (DOHC),rear wheel drive,6-speed automatic,21.1,21,19,23,401,485,,,,,,,,18415.899999999998,13585.5,
2023-Tacoma-SR5-SR5 4dr Access Cab 6.1 ft. SB (3.5L 6cyl 6A),15030,22,5688,70135,2023,Toyota,Tacoma,,SR5,SR5,SR5 4dr Access Cab 6.1 ft. SB (3.5L 6cyl 6A),30320,28403,2023-06-29T21:02:20-04:00,2023-06-29T21:02:20-04:00,15030,SR5 4dr Access Cab 6.1 ft. SB (2.7L 4cyl 6A),Truck (Access Cab),4,212.3,74.4,4,70.6,127.4,,,9.4,,,3980.0,5600.0,1620.0,3500.0,gas,regular unleaded,I4,2.7,159,5200,180.0,3800.0,16,Variable,Double overhead cam (DOHC),rear wheel drive,6-speed automatic,21.1,21,20,23,422,485,,,,,,,,21830.399999999998,15766.4,
2021-Corolla-LE Eco Plus-LE Eco Plus 4dr Sedan (1.8L 4cyl CVT),20699,22,3917,66839,2021,Toyota,Corolla,,LE Eco,LE Eco,LE Eco Plus 4dr Sedan (1.8L 4cyl CVT),19835,18365,2023-06-29T21:04:44-04:00,2023-06-29T21:04:44-04:00,20699,LE Eco 4dr Sedan (1.8L 4cyl CVT),Sedan,4,182.6,69.9,5,57.3,106.3,,,5.5,13.0,,2855.0,,,,gas,regular unleaded,I4,1.8,140,6100,126.0,4000.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,35,30,42,396,554,,,,,,,,10314.2,8479.4625,
2023-Tacoma-TRD PRO-TRD PRO 4dr Double Cab 4WD 5.0 ft. SB (3.5L 6cyl 6M),15056,22,5688,70137,2023,Toyota,Tacoma,,TRD Pro,TRD PRO,TRD PRO 4dr Double Cab 4WD 5.0 ft. SB (3.5L 6cyl 6M),41720,38663,2023-06-29T21:02:20-04:00,2023-06-29T21:02:20-04:00,15056,TRD PRO 4dr Double Cab 4WD 5.0 ft. SB (3.5L 6cyl 6M),Truck (Double Cab),4,212.3,75.2,5,71.6,127.4,,,9.4,,,4445.0,5600.0,1155.0,6400.0,gas,regular unleaded,V6,3.5,278,6000,265.0,4600.0,24,Variable,Double overhead cam (DOHC),four wheel drive,6-speed manual,21.1,18,17,21,359,443,,,,,,,,30038.399999999998,21694.4,
2021-Camry-XLE-XLE 4dr Sedan (2.5L 4cyl gas/electric hybrid CVT),20695,22,4779,66831,2021,Toyota,Camry,,Hybrid XLE,XLE,XLE 4dr Sedan (2.5L 4cyl gas/electric hybrid CVT),30140,27729,2023-06-29T21:04:44-04:00,2023-06-29T21:04:44-04:00,20695,XLE 4dr Sedan (2.5L 4cyl gas/electric hybrid CVT),Sedan,4,190.9,71.7,5,57.9,109.3,,,6.1,13.1,,3585.0,,,,hybrid,regular unleaded,I4,2.5,200,5700,,,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,17.0,40,40,38,680,646,,,,,,,,15672.800000000001,12884.85,
2022-Tacoma-TRD Sport-TRD Sport 4dr Access Cab 4WD 6.1 ft. SB (3.5L 6cyl 6A),18000,22,5688,68482,2022,Toyota,Tacoma,,TRD Sport,TRD Sport,TRD Sport 4dr Access Cab 4WD 6.1 ft. SB (3.5L 6cyl 6A),34225,32088,2023-06-29T21:03:33-04:00,2023-06-29T21:03:33-04:00,18000,TRD Sport 4dr Access Cab 6.1 ft. SB (3.5L 6cyl 6A),Truck (Access Cab),4,212.3,74.4,4,70.6,127.4,,,9.4,,,4060.0,5600.0,1540.0,6800.0,gas,regular unleaded,V6,3.5,278,6000,265.0,4600.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,6-speed automatic,21.1,21,19,24,401,506,,,,,,,,20877.25,15401.25,
2022-Tacoma-TRD PRO-TRD PRO 4dr Double Cab 4WD 5.0 ft. SB (3.5L 6cyl 6A),18022,22,5688,68481,2022,Toyota,Tacoma,,TRD Pro,TRD PRO,TRD PRO 4dr Double Cab 4WD 5.0 ft. SB (3.5L 6cyl 6A),43215,40034,2023-06-29T21:03:33-04:00,2023-06-29T21:03:33-04:00,18022,TRD PRO 4dr Double Cab 4WD 5.0 ft. SB (3.5L 6cyl 6M),Truck (Double Cab),4,212.3,75.2,5,71.6,127.4,,,9.4,,,4445.0,5600.0,1155.0,6400.0,gas,regular unleaded,V6,3.5,278,6000,265.0,4600.0,24,Variable,Double overhead cam (DOHC),four wheel drive,6-speed manual,21.1,18,17,20,359,422,,,,,,,,26361.149999999998,19446.75,
2021-Tacoma-TRD Sport-TRD Sport 4dr Double Cab 4WD 6.1 ft. SB (3.5L 6cyl 6M),20782,22,5688,66877,2021,Toyota,Tacoma,,TRD Sport,TRD Sport,TRD Sport 4dr Double Cab 4WD 6.1 ft. SB (3.5L 6cyl 6M),32460,30073,2023-06-29T21:04:44-04:00,2023-06-29T21:04:44-04:00,20782,TRD Sport 4dr Access Cab 6.1 ft. SB (3.5L 6cyl 6A),Truck (Access Cab),4,212.3,74.4,4,70.6,127.4,,,9.4,,,4060.0,5600.0,1370.0,6800.0,gas,regular unleaded,V6,3.5,278,6000,265.0,4600.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,6-speed automatic,21.1,21,19,24,401,506,,,,,,,,16879.2,13876.65,
2025-Camry-XLE-XLE 4dr Sedan AWD (2.5L 4cyl 8A),8866,22,4779,73508,2025,Toyota,Camry,,XLE,XLE,XLE 4dr Sedan AWD (2.5L 4cyl 8A),30855,28078,2023-06-29T21:00:02-04:00,2023-06-29T21:00:02-04:00,8866,XLE 4dr Sedan (2.5L 4cyl 8A),Sedan,4,192.1,72.4,5,56.9,111.2,,,5.7,15.1,,3351.0,,,,gas,regular unleaded,I4,2.5,203,6600,184.0,5000.0,16,Variable,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,15.8,31,27,38,427,600,,,,,,,,30855.0,22215.6,
2025-4Runner-SR5 Premium-SR5 Premium 4dr SUV (4.0L 6cyl 5A),8841,22,4841,73536,2025,Toyota,4Runner,,SR5 Premium,SR5 Premium,SR5 Premium 4dr SUV (4.0L 6cyl 5A),39215,36076,2023-06-29T21:00:02-04:00,2023-06-29T21:00:02-04:00,8841,SR5 Premium 4dr SUV (4.0L 6cyl 5A),SUV,5,190.2,75.8,5,71.5,109.8,,,9.0,47.2,89.7,4400.0,6100.0,1700.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed shiftable automatic,23.0,18,17,21,391,483,,,,,,,,39215.0,28234.8,
2020-Corolla-S Plus-S Plus 4dr Sedan (1.8L 4cyl 6M),23531,22,3917,65281,2020,Toyota,Corolla,,S,S,S Plus 4dr Sedan (1.8L 4cyl 6M),21495,19902,2023-06-29T21:05:55-04:00,2023-06-29T21:05:55-04:00,23531,S 4dr Sedan (1.8L 4cyl CVT),Sedan,4,183.1,69.9,5,57.3,106.3,,,,13.0,,2865.0,,,,gas,regular unleaded,I4,1.8,132,6000,128.0,4400.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,32,29,37,383,488,,,,,,,,9672.75,8812.949999999999,
2025-Camry-LE-LE 4dr Sedan AWD (2.5L 4cyl 8A),8860,22,4779,73504,2025,Toyota,Camry,,LE,LE,LE 4dr Sedan AWD (2.5L 4cyl 8A),26370,24129,2023-06-29T21:00:02-04:00,2023-06-29T21:00:02-04:00,8860,LE 4dr Sedan (2.5L 4cyl 8A),Sedan,4,192.1,72.4,5,56.9,111.2,,,5.7,15.1,,3296.0,,,,gas,regular unleaded,I4,2.5,203,6600,184.0,5000.0,16,Variable,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,15.8,32,28,39,442,616,,,,,,,,26370.0,18986.399999999998,
2021-Corolla-LE Plus-LE Plus 4dr Sedan (1.8L 4cyl CVT),20698,22,3917,66838,2021,Toyota,Corolla,,LE,LE,LE Plus 4dr Sedan (1.8L 4cyl CVT),19135,17717,2023-06-29T21:04:44-04:00,2023-06-29T21:04:44-04:00,20698,LE 4dr Sedan (1.8L 4cyl CVT),Sedan,4,182.6,69.9,5,57.3,106.3,,,5.5,13.0,,2855.0,,,,gas,regular unleaded,I4,1.8,132,6000,128.0,4400.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,32,29,38,383,502,,,,,,,,9950.2,8180.2125,
2022-Tacoma-SR5-SR5 4dr Access Cab 6.1 ft. SB (3.5L 6cyl 6A),17996,22,5688,68479,2022,Toyota,Tacoma,,SR5,SR5,SR5 4dr Access Cab 6.1 ft. SB (3.5L 6cyl 6A),29155,27311,2023-06-29T21:03:33-04:00,2023-06-29T21:03:33-04:00,17996,SR5 4dr Access Cab 6.1 ft. SB (2.7L 4cyl 6A),Truck (Access Cab),4,212.3,74.4,4,70.6,127.4,,,9.4,,,3980.0,5600.0,1620.0,3500.0,gas,regular unleaded,I4,2.7,159,5200,180.0,3800.0,16,Variable,Double overhead cam (DOHC),rear wheel drive,6-speed automatic,21.1,21,19,23,401,485,,,,,,,,17784.55,13119.75,
2023-Corolla-LE Eco-LE Eco 4dr Sedan (1.8L 4cyl CVT),14940,22,3917,70082,2023,Toyota,Corolla,,LE Eco,LE Eco,LE Eco 4dr Sedan (1.8L 4cyl CVT),19435,17995,2023-06-29T21:02:20-04:00,2023-06-29T21:02:20-04:00,14940,LE Eco 4dr Sedan (1.8L 4cyl CVT),Sedan,4,183.1,69.9,5,57.3,106.3,,,6.7,13.0,,2850.0,,,,gas,regular unleaded,I4,1.8,140,6100,126.0,4000.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,34,30,40,396,528,,,,,,,,13993.199999999999,10106.2,
2023-Tacoma-Limited-Limited 4dr Double Cab 4WD 5.0 ft. SB (3.5L 6cyl 6A),15054,22,5688,70133,2023,Toyota,Tacoma,,Limited,Limited,Limited 4dr Double Cab 4WD 5.0 ft. SB (3.5L 6cyl 6A),40415,37440,2023-06-29T21:02:20-04:00,2023-06-29T21:02:20-04:00,15054,Limited 4dr Double Cab 5.0 ft. SB (3.5L 6cyl 6A),Truck (Double Cab),4,212.3,75.2,5,70.6,127.4,,,9.4,,,4230.0,5600.0,1370.0,6500.0,gas,regular unleaded,V6,3.5,278,6000,265.0,4600.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,6-speed automatic,21.1,21,19,24,401,506,,,,,,,,29098.8,21015.8,
2025-4Runner-SR5-SR5 4dr SUV (4.0L 6cyl 5A),8839,22,4841,73535,2025,Toyota,4Runner,,SR5,SR5,SR5 4dr SUV (4.0L 6cyl 5A),36020,33137,2023-06-29T21:00:02-04:00,2023-06-29T21:00:02-04:00,8839,SR5 4dr SUV (4.0L 6cyl 5A),SUV,5,190.2,75.8,5,71.5,109.8,,,9.0,47.2,89.7,4400.0,6100.0,1700.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed shiftable automatic,23.0,18,17,21,391,483,,,,,,,,36020.0,25934.399999999998,
2024-Camry-L-L 4dr Sedan (2.5L 4cyl 8A),11857,22,4779,71787,2024,Toyota,Camry,,L,L,L 4dr Sedan (2.5L 4cyl 8A),24095,22046,2023-06-29T21:01:10-04:00,2023-06-29T21:01:10-04:00,11857,L 4dr Sedan (2.5L 4cyl 8A),Sedan,4,192.1,72.4,5,56.9,111.2,,,5.7,14.1,14.1,3241.0,,,,gas,regular unleaded,I4,2.5,203,6600,184.0,5000.0,16,Variable,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,14.5,34,29,41,421,595,,,,,,,,20239.8,14697.949999999999,
2022-Tacoma-TRD Sport-TRD Sport 4dr Double Cab 5.0 ft. SB (3.5L 6cyl 6A),18000,22,5688,68482,2022,Toyota,Tacoma,,TRD Sport,TRD Sport,TRD Sport 4dr Double Cab 5.0 ft. SB (3.5L 6cyl 6A),32195,29828,2023-06-29T21:03:33-04:00,2023-06-29T21:03:33-04:00,18000,TRD Sport 4dr Access Cab 6.1 ft. SB (3.5L 6cyl 6A),Truck (Access Cab),4,212.3,74.4,4,70.6,127.4,,,9.4,,,4060.0,5600.0,1540.0,6800.0,gas,regular unleaded,V6,3.5,278,6000,265.0,4600.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,6-speed automatic,21.1,21,19,24,401,506,,,,,,,,19638.95,14487.75,
2023-Tacoma-SR5-SR5 4dr Access Cab 4WD 6.1 ft. SB (3.5L 6cyl 6A),15030,22,5688,70135,2023,Toyota,Tacoma,,SR5,SR5,SR5 4dr Access Cab 4WD 6.1 ft. SB (3.5L 6cyl 6A),33495,31401,2023-06-29T21:02:20-04:00,2023-06-29T21:02:20-04:00,15030,SR5 4dr Access Cab 6.1 ft. SB (2.7L 4cyl 6A),Truck (Access Cab),4,212.3,74.4,4,70.6,127.4,,,9.4,,,3980.0,5600.0,1620.0,3500.0,gas,regular unleaded,I4,2.7,159,5200,180.0,3800.0,16,Variable,Double overhead cam (DOHC),rear wheel drive,6-speed automatic,21.1,21,20,23,422,485,,,,,,,,24116.399999999998,17417.4,
2025-Land Cruiser-Heritage Edition-Heritage Edition 4dr SUV 4WD (5.7L 8cyl 8A),8914,22,3200,73521,2025,Toyota,Land Cruiser,,Heritage Edition,Heritage Edition,Heritage Edition 4dr SUV 4WD (5.7L 8cyl 8A),87745,78532,2023-06-29T21:00:02-04:00,2023-06-29T21:00:02-04:00,8914,Heritage Edition 4dr SUV 4WD (5.7L 8cyl 8A),SUV,5,194.9,78.0,5,74.0,112.2,,,8.9,,82.8,5715.0,7385.0,1570.0,8100.0,gas,regular unleaded,V8,5.7,381,5600,401.0,3600.0,32,Variable,Double overhead cam (DOHC),four wheel drive,8-speed shiftable automatic,24.6,14,13,17,320,418,,,,,,,,87745.0,63176.399999999994,
2024-4Runner-SR5-SR5 4dr SUV 4WD (4.0L 6cyl 5A),11839,22,4841,71810,2024,Toyota,4Runner,,SR5,SR5,SR5 4dr SUV 4WD (4.0L 6cyl 5A),37185,34211,2023-06-29T21:01:10-04:00,2023-06-29T21:01:10-04:00,11839,SR5 4dr SUV (4.0L 6cyl 5A),SUV,5,190.2,75.8,5,71.5,109.8,,,9.0,47.2,89.7,4400.0,6100.0,1700.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed shiftable automatic,23.0,18,17,21,391,483,,,,,,,,31235.399999999998,22682.85,
2021-Land Cruiser-Base-4dr SUV 4WD (5.7L 8cyl 8A),20722,22,3200,66842,2021,Toyota,Land Cruiser,,Base,Base,4dr SUV 4WD (5.7L 8cyl 8A),83825,75024,2023-06-29T21:04:44-04:00,2023-06-29T21:04:44-04:00,20722,4dr SUV 4WD (5.7L 8cyl 8A),SUV,5,194.9,77.9,8,74.0,112.2,,,9.1,16.1,81.7,5815.0,7385.0,1320.0,8100.0,gas,regular unleaded,V8,5.7,381,5600,401.0,3600.0,32,Variable,Double overhead cam (DOHC),four wheel drive,8-speed shiftable automatic,24.6,15,13,18,320,443,,,,,,,,43589.0,35835.1875,
2025-4Runner-TRD PRO-TRD PRO 4dr SUV 4WD (4.0L 6cyl 5A),8850,22,4841,73539,2025,Toyota,4Runner,,TRD Pro,TRD PRO,TRD PRO 4dr SUV 4WD (4.0L 6cyl 5A),49765,45784,2023-06-29T21:00:02-04:00,2023-06-29T21:00:02-04:00,8850,TRD PRO 4dr SUV 4WD (4.0L 6cyl 5A),SUV,5,191.3,75.8,5,72.0,109.8,,,9.6,47.2,89.7,4750.0,6300.0,1550.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),four wheel drive,5-speed shiftable automatic,23.0,18,17,20,391,460,,,,,,,,49765.0,35830.799999999996,
